Description,state_full_name,state_abbrievation,state_code,county_name,county_code
"Phillips County, Kansas",Kansas,KS,20,Phillips,147
"Pottawatomie County, Kansas",Kansas,KS,20,Pottawatomie,149
"Pratt County, Kansas",Kansas,KS,20,Pratt,151
"Rawlins County, Kansas",Kansas,KS,20,Rawlins,153
"Reno County, Kansas",Kansas,KS,20,Reno,155
"Republic County, Kansas",Kansas,KS,20,Republic,157
"Rice County, Kansas",Kansas,KS,20,Rice,159
"Riley County, Kansas",Kansas,KS,20,Riley,161
"Rooks County, Kansas",Kansas,KS,20,Rooks,163
"Rush County, Kansas",Kansas,KS,20,Rush,165
"Russell County, Kansas",Kansas,KS,20,Russell,167
"Saline County, Kansas",Kansas,KS,20,Saline,169
"Scott County, Kansas",Kansas,KS,20,Scott,171
"Sedgwick County, Kansas",Kansas,KS,20,Sedgwick,173
"Seward County, Kansas",Kansas,KS,20,Seward,175
"Shawnee County, Kansas",Kansas,KS,20,Shawnee,177
"Sheridan County, Kansas",Kansas,KS,20,Sheridan,179
"Sherman County, Kansas",Kansas,KS,20,Sherman,181
"Smith County, Kansas",Kansas,KS,20,Smith,183
"Stafford County, Kansas",Kansas,KS,20,Stafford,185
"Stanton County, Kansas",Kansas,KS,20,Stanton,187
"Stevens County, Kansas",Kansas,KS,20,Stevens,189
"Sumner County, Kansas",Kansas,KS,20,Sumner,191
"Thomas County, Kansas",Kansas,KS,20,Thomas,193
"Trego County, Kansas",Kansas,KS,20,Trego,195
"Wabaunsee County, Kansas",Kansas,KS,20,Wabaunsee,197
"Wallace County, Kansas",Kansas,KS,20,Wallace,199
"Washington County, Kansas",Kansas,KS,20,Washington,201
"Wichita County, Kansas",Kansas,KS,20,Wichita,203
"Wilson County, Kansas",Kansas,KS,20,Wilson,205
"Woodson County, Kansas",Kansas,KS,20,Woodson,207
"Wyandotte County, Kansas",Kansas,KS,20,Wyandotte,209
"Adair County, Kentucky",Kentucky,KY,21,Adair,001
"Allen County, Kentucky",Kentucky,KY,21,Allen,003
"Anderson County, Kentucky",Kentucky,KY,21,Anderson,005
"Ballard County, Kentucky",Kentucky,KY,21,Ballard,007
"Barren County, Kentucky",Kentucky,KY,21,Barren,009
"Bath County, Kentucky",Kentucky,KY,21,Bath,011
"Bell County, Kentucky",Kentucky,KY,21,Bell,013
"Boone County, Kentucky",Kentucky,KY,21,Boone,015
"Bourbon County, Kentucky",Kentucky,KY,21,Bourbon,017
"Boyd County, Kentucky",Kentucky,KY,21,Boyd,019
"Boyle County, Kentucky",Kentucky,KY,21,Boyle,021
"Bracken County, Kentucky",Kentucky,KY,21,Bracken,023
"Breathitt County, Kentucky",Kentucky,KY,21,Breathitt,025
"Breckinridge County, Kentucky",Kentucky,KY,21,Breckinridge,027
"Bullitt County, Kentucky",Kentucky,KY,21,Bullitt,029
"Butler County, Kentucky",Kentucky,KY,21,Butler,031
"Caldwell County, Kentucky",Kentucky,KY,21,Caldwell,033
"Calloway County, Kentucky",Kentucky,KY,21,Calloway,035
"Campbell County, Kentucky",Kentucky,KY,21,Campbell,037
"Carlisle County, Kentucky",Kentucky,KY,21,Carlisle,039
"Carroll County, Kentucky",Kentucky,KY,21,Carroll,041
"Carter County, Kentucky",Kentucky,KY,21,Carter,043
"Casey County, Kentucky",Kentucky,KY,21,Casey,045
"Christian County, Kentucky",Kentucky,KY,21,Christian,047
"Clark County, Kentucky",Kentucky,KY,21,Clark,049
"Clay County, Kentucky",Kentucky,KY,21,Clay,051
"Clinton County, Kentucky",Kentucky,KY,21,Clinton,053
"Crittenden County, Kentucky",Kentucky,KY,21,Crittenden,055
"Cumberland County, Kentucky",Kentucky,KY,21,Cumberland,057
"Daviess County, Kentucky",Kentucky,KY,21,Daviess,059
"Edmonson County, Kentucky",Kentucky,KY,21,Edmonson,061
"Elliott County, Kentucky",Kentucky,KY,21,Elliott,063
"Estill County, Kentucky",Kentucky,KY,21,Estill,065
"Fayette County, Kentucky",Kentucky,KY,21,Fayette,067
"Fleming County, Kentucky",Kentucky,KY,21,Fleming,069
"Floyd County, Kentucky",Kentucky,KY,21,Floyd,071
"Franklin County, Kentucky",Kentucky,KY,21,Franklin,073
"Fulton County, Kentucky",Kentucky,KY,21,Fulton,075
"Gallatin County, Kentucky",Kentucky,KY,21,Gallatin,077
"Garrard County, Kentucky",Kentucky,KY,21,Garrard,079
"Grant County, Kentucky",Kentucky,KY,21,Grant,081
"Graves County, Kentucky",Kentucky,KY,21,Graves,083
"Grayson County, Kentucky",Kentucky,KY,21,Grayson,085
"Green County, Kentucky",Kentucky,KY,21,Green,087
"Greenup County, Kentucky",Kentucky,KY,21,Greenup,089
"Hancock County, Kentucky",Kentucky,KY,21,Hancock,091
"Hardin County, Kentucky",Kentucky,KY,21,Hardin,093
"Harlan County, Kentucky",Kentucky,KY,21,Harlan,095
"Harrison County, Kentucky",Kentucky,KY,21,Harrison,097
"Hart County, Kentucky",Kentucky,KY,21,Hart,099
"Henderson County, Kentucky",Kentucky,KY,21,Henderson,101
"Henry County, Kentucky",Kentucky,KY,21,Henry,103
"Hickman County, Kentucky",Kentucky,KY,21,Hickman,105
"Hopkins County, Kentucky",Kentucky,KY,21,Hopkins,107
"Jackson County, Kentucky",Kentucky,KY,21,Jackson,109
"Jefferson County, Kentucky",Kentucky,KY,21,Jefferson,111
"Jessamine County, Kentucky",Kentucky,KY,21,Jessamine,113
"Johnson County, Kentucky",Kentucky,KY,21,Johnson,115
"Kenton County, Kentucky",Kentucky,KY,21,Kenton,117
"Knott County, Kentucky",Kentucky,KY,21,Knott,119
"Knox County, Kentucky",Kentucky,KY,21,Knox,121
"Larue County, Kentucky",Kentucky,KY,21,Larue,123
"Laurel County, Kentucky",Kentucky,KY,21,Laurel,125
"Lawrence County, Kentucky",Kentucky,KY,21,Lawrence,127
"Lee County, Kentucky",Kentucky,KY,21,Lee,129
"Leslie County, Kentucky",Kentucky,KY,21,Leslie,131
"Letcher County, Kentucky",Kentucky,KY,21,Letcher,133
"Lewis County, Kentucky",Kentucky,KY,21,Lewis,135
"Lincoln County, Kentucky",Kentucky,KY,21,Lincoln,137
"Livingston County, Kentucky",Kentucky,KY,21,Livingston,139
"Logan County, Kentucky",Kentucky,KY,21,Logan,141
"Lyon County, Kentucky",Kentucky,KY,21,Lyon,143
"McCracken County, Kentucky",Kentucky,KY,21,McCracken,145
"McCreary County, Kentucky",Kentucky,KY,21,McCreary,147
"McLean County, Kentucky",Kentucky,KY,21,McLean,149
"Madison County, Kentucky",Kentucky,KY,21,Madison,151
"Magoffin County, Kentucky",Kentucky,KY,21,Magoffin,153
"Marion County, Kentucky",Kentucky,KY,21,Marion,155
"Marshall County, Kentucky",Kentucky,KY,21,Marshall,157
"Martin County, Kentucky",Kentucky,KY,21,Martin,159
"Mason County, Kentucky",Kentucky,KY,21,Mason,161
"Meade County, Kentucky",Kentucky,KY,21,Meade,163
"Menifee County, Kentucky",Kentucky,KY,21,Menifee,165
"Mercer County, Kentucky",Kentucky,KY,21,Mercer,167
"Metcalfe County, Kentucky",Kentucky,KY,21,Metcalfe,169
"Monroe County, Kentucky",Kentucky,KY,21,Monroe,171
"Montgomery County, Kentucky",Kentucky,KY,21,Montgomery,173
"Morgan County, Kentucky",Kentucky,KY,21,Morgan,175
"Muhlenberg County, Kentucky",Kentucky,KY,21,Muhlenberg,177
"Nelson County, Kentucky",Kentucky,KY,21,Nelson,179
"Nicholas County, Kentucky",Kentucky,KY,21,Nicholas,181
"Ohio County, Kentucky",Kentucky,KY,21,Ohio,183
"Oldham County, Kentucky",Kentucky,KY,21,Oldham,185
"Owen County, Kentucky",Kentucky,KY,21,Owen,187
"Owsley County, Kentucky",Kentucky,KY,21,Owsley,189
"Pendleton County, Kentucky",Kentucky,KY,21,Pendleton,191
"Perry County, Kentucky",Kentucky,KY,21,Perry,193
"Pike County, Kentucky",Kentucky,KY,21,Pike,195
"Powell County, Kentucky",Kentucky,KY,21,Powell,197
"Pulaski County, Kentucky",Kentucky,KY,21,Pulaski,199
"Robertson County, Kentucky",Kentucky,KY,21,Robertson,201
"Rockcastle County, Kentucky",Kentucky,KY,21,Rockcastle,203
"Rowan County, Kentucky",Kentucky,KY,21,Rowan,205
"Russell County, Kentucky",Kentucky,KY,21,Russell,207
"Scott County, Kentucky",Kentucky,KY,21,Scott,209
"Shelby County, Kentucky",Kentucky,KY,21,Shelby,211
"Simpson County, Kentucky",Kentucky,KY,21,Simpson,213
"Spencer County, Kentucky",Kentucky,KY,21,Spencer,215
"Taylor County, Kentucky",Kentucky,KY,21,Taylor,217
"Todd County, Kentucky",Kentucky,KY,21,Todd,219
"Trigg County, Kentucky",Kentucky,KY,21,Trigg,221
"Trimble County, Kentucky",Kentucky,KY,21,Trimble,223
"Union County, Kentucky",Kentucky,KY,21,Union,225
"Warren County, Kentucky",Kentucky,KY,21,Warren,227
"Washington County, Kentucky",Kentucky,KY,21,Washington,229
"Wayne County, Kentucky",Kentucky,KY,21,Wayne,231
"Webster County, Kentucky",Kentucky,KY,21,Webster,233
"Whitley County, Kentucky",Kentucky,KY,21,Whitley,235
"Wolfe County, Kentucky",Kentucky,KY,21,Wolfe,237
"Woodford County, Kentucky",Kentucky,KY,21,Woodford,239
"Acadia Parish, Louisiana",Louisiana,LA,22,Acadia,001
"Allen Parish, Louisiana",Louisiana,LA,22,Allen,003
"Ascension Parish, Louisiana",Louisiana,LA,22,Ascension,005
"Assumption Parish, Louisiana",Louisiana,LA,22,Assumption,007
"Avoyelles Parish, Louisiana",Louisiana,LA,22,Avoyelles,009
"Beauregard Parish, Louisiana",Louisiana,LA,22,Beauregard,011
"Bienville Parish, Louisiana",Louisiana,LA,22,Bienville,013
"Bossier Parish, Louisiana",Louisiana,LA,22,Bossier,015
"Caddo Parish, Louisiana",Louisiana,LA,22,Caddo,017
"Calcasieu Parish, Louisiana",Louisiana,LA,22,Calcasieu,019
"Caldwell Parish, Louisiana",Louisiana,LA,22,Caldwell,021
"Cameron Parish, Louisiana",Louisiana,LA,22,Cameron,023
"Catahoula Parish, Louisiana",Louisiana,LA,22,Catahoula,025
"Claiborne Parish, Louisiana",Louisiana,LA,22,Claiborne,027
"Concordia Parish, Louisiana",Louisiana,LA,22,Concordia,029
"De Soto Parish, Louisiana",Louisiana,LA,22,De Soto,031
"East Baton Rouge Parish, Louisiana",Louisiana,LA,22,East Baton Rouge,033
"East Carroll Parish, Louisiana",Louisiana,LA,22,East Carroll,035
"East Feliciana Parish, Louisiana",Louisiana,LA,22,East Feliciana,037
"Evangeline Parish, Louisiana",Louisiana,LA,22,Evangeline,039
"Franklin Parish, Louisiana",Louisiana,LA,22,Franklin,041
"Grant Parish, Louisiana",Louisiana,LA,22,Grant,043
"Iberia Parish, Louisiana",Louisiana,LA,22,Iberia,045
"Iberville Parish, Louisiana",Louisiana,LA,22,Iberville,047
"Jackson Parish, Louisiana",Louisiana,LA,22,Jackson,049
"Jefferson Parish, Louisiana",Louisiana,LA,22,Jefferson,051
"Jefferson Davis Parish, Louisiana",Louisiana,LA,22,Jefferson Davis,053
"Lafayette Parish, Louisiana",Louisiana,LA,22,Lafayette,055
"Lafourche Parish, Louisiana",Louisiana,LA,22,Lafourche,057
"La Salle Parish, Louisiana",Louisiana,LA,22,La Salle,059
"Lincoln Parish, Louisiana",Louisiana,LA,22,Lincoln,061
"Livingston Parish, Louisiana",Louisiana,LA,22,Livingston,063
"Madison Parish, Louisiana",Louisiana,LA,22,Madison,065
"Morehouse Parish, Louisiana",Louisiana,LA,22,Morehouse,067
"Natchitoches Parish, Louisiana",Louisiana,LA,22,Natchitoches,069
"Orleans Parish, Louisiana",Louisiana,LA,22,Orleans,071
"Ouachita Parish, Louisiana",Louisiana,LA,22,Ouachita,073
"Plaquemines Parish, Louisiana",Louisiana,LA,22,Plaquemines,075
"Pointe Coupee Parish, Louisiana",Louisiana,LA,22,Pointe Coupee,077
"Rapides Parish, Louisiana",Louisiana,LA,22,Rapides,079
"Red River Parish, Louisiana",Louisiana,LA,22,Red River,081
"Richland Parish, Louisiana",Louisiana,LA,22,Richland,083
"Sabine Parish, Louisiana",Louisiana,LA,22,Sabine,085
"St. Bernard Parish, Louisiana",Louisiana,LA,22,St. Bernard,087
"St. Charles Parish, Louisiana",Louisiana,LA,22,St. Charles,089
"St. Helena Parish, Louisiana",Louisiana,LA,22,St. Helena,091
"St. James Parish, Louisiana",Louisiana,LA,22,St. James,093
"St. John the Baptist Parish, Louisiana",Louisiana,LA,22,St. John the Baptist,095
"St. Landry Parish, Louisiana",Louisiana,LA,22,St. Landry,097
"St. Martin Parish, Louisiana",Louisiana,LA,22,St. Martin,099
"St. Mary Parish, Louisiana",Louisiana,LA,22,St. Mary,101
"St. Tammany Parish, Louisiana",Louisiana,LA,22,St. Tammany,103
"Tangipahoa Parish, Louisiana",Louisiana,LA,22,Tangipahoa,105
"Tensas Parish, Louisiana",Louisiana,LA,22,Tensas,107
"Terrebonne Parish, Louisiana",Louisiana,LA,22,Terrebonne,109
"Union Parish, Louisiana",Louisiana,LA,22,Union,111
"Vermilion Parish, Louisiana",Louisiana,LA,22,Vermilion,113
"Vernon Parish, Louisiana",Louisiana,LA,22,Vernon,115
"Washington Parish, Louisiana",Louisiana,LA,22,Washington,117
"Webster Parish, Louisiana",Louisiana,LA,22,Webster,119
"West Baton Rouge Parish, Louisiana",Louisiana,LA,22,West Baton Rouge,121
"West Carroll Parish, Louisiana",Louisiana,LA,22,West Carroll,123
"West Feliciana Parish, Louisiana",Louisiana,LA,22,West Feliciana,125
"Winn Parish, Louisiana",Louisiana,LA,22,Winn,127
"Androscoggin County, Maine",Maine,ME,23,Androscoggin,001
"Aroostook County, Maine",Maine,ME,23,Aroostook,003
"Cumberland County, Maine",Maine,ME,23,Cumberland,005
"Franklin County, Maine",Maine,ME,23,Franklin,007
"Hancock County, Maine",Maine,ME,23,Hancock,009
"Kennebec County, Maine",Maine,ME,23,Kennebec,011
"Knox County, Maine",Maine,ME,23,Knox,013
"Lincoln County, Maine",Maine,ME,23,Lincoln,015
"Oxford County, Maine",Maine,ME,23,Oxford,017
"Penobscot County, Maine",Maine,ME,23,Penobscot,019
"Piscataquis County, Maine",Maine,ME,23,Piscataquis,021
"Sagadahoc County, Maine",Maine,ME,23,Sagadahoc,023
"Somerset County, Maine",Maine,ME,23,Somerset,025
"Waldo County, Maine",Maine,ME,23,Waldo,027
"Washington County, Maine",Maine,ME,23,Washington,029
"York County, Maine",Maine,ME,23,York,031
"Allegany County, Maryland",Maryland,MD,24,Allegany,001
"Anne Arundel County, Maryland",Maryland,MD,24,Anne Arundel,003
"Baltimore County, Maryland",Maryland,MD,24,Baltimore,005
"Calvert County, Maryland",Maryland,MD,24,Calvert,009
"Caroline County, Maryland",Maryland,MD,24,Caroline,011
"Carroll County, Maryland",Maryland,MD,24,Carroll,013
"Cecil County, Maryland",Maryland,MD,24,Cecil,015
"Charles County, Maryland",Maryland,MD,24,Charles,017
"Dorchester County, Maryland",Maryland,MD,24,Dorchester,019
"Frederick County, Maryland",Maryland,MD,24,Frederick,021
"Garrett County, Maryland",Maryland,MD,24,Garrett,023
"Harford County, Maryland",Maryland,MD,24,Harford,025
"Howard County, Maryland",Maryland,MD,24,Howard,027
"Kent County, Maryland",Maryland,MD,24,Kent,029
"Montgomery County, Maryland",Maryland,MD,24,Montgomery,031
"Prince George's County, Maryland",Maryland,MD,24,Prince George's,033
"Queen Anne's County, Maryland",Maryland,MD,24,Queen Anne's,035
"St. Mary's County, Maryland",Maryland,MD,24,St. Mary's,037
"Somerset County, Maryland",Maryland,MD,24,Somerset,039
"Talbot County, Maryland",Maryland,MD,24,Talbot,041
"Washington County, Maryland",Maryland,MD,24,Washington,043
"Wicomico County, Maryland",Maryland,MD,24,Wicomico,045
"Worcester County, Maryland",Maryland,MD,24,Worcester,047
"Baltimore city, Maryland",Maryland,MD,24,Baltimo,510
"Barnstable County, Massachusetts",Massachusetts,MA,25,Barnstable,001
"Berkshire County, Massachusetts",Massachusetts,MA,25,Berkshire,003
"Bristol County, Massachusetts",Massachusetts,MA,25,Bristol,005
"Dukes County, Massachusetts",Massachusetts,MA,25,Dukes,007
"Essex County, Massachusetts",Massachusetts,MA,25,Essex,009
"Franklin County, Massachusetts",Massachusetts,MA,25,Franklin,011
"Hampden County, Massachusetts",Massachusetts,MA,25,Hampden,013
"Hampshire County, Massachusetts",Massachusetts,MA,25,Hampshire,015
"Middlesex County, Massachusetts",Massachusetts,MA,25,Middlesex,017
"Nantucket County, Massachusetts",Massachusetts,MA,25,Nantucket,019
"Norfolk County, Massachusetts",Massachusetts,MA,25,Norfolk,021
"Plymouth County, Massachusetts",Massachusetts,MA,25,Plymouth,023
"Suffolk County, Massachusetts",Massachusetts,MA,25,Suffolk,025
"Worcester County, Massachusetts",Massachusetts,MA,25,Worcester,027
"Alcona County, Michigan",Michigan,MI,26,Alcona,001
"Alger County, Michigan",Michigan,MI,26,Alger,003
"Allegan County, Michigan",Michigan,MI,26,Allegan,005
"Alpena County, Michigan",Michigan,MI,26,Alpena,007
"Antrim County, Michigan",Michigan,MI,26,Antrim,009
"Arenac County, Michigan",Michigan,MI,26,Arenac,011
"Baraga County, Michigan",Michigan,MI,26,Baraga,013
"Barry County, Michigan",Michigan,MI,26,Barry,015
"Bay County, Michigan",Michigan,MI,26,Bay,017
"Benzie County, Michigan",Michigan,MI,26,Benzie,019
"Berrien County, Michigan",Michigan,MI,26,Berrien,021
"Branch County, Michigan",Michigan,MI,26,Branch,023
"Calhoun County, Michigan",Michigan,MI,26,Calhoun,025
"Cass County, Michigan",Michigan,MI,26,Cass,027
"Charlevoix County, Michigan",Michigan,MI,26,Charlevoix,029
"Cheboygan County, Michigan",Michigan,MI,26,Cheboygan,031
"Chippewa County, Michigan",Michigan,MI,26,Chippewa,033
"Clare County, Michigan",Michigan,MI,26,Clare,035
"Clinton County, Michigan",Michigan,MI,26,Clinton,037
"Crawford County, Michigan",Michigan,MI,26,Crawford,039
"Delta County, Michigan",Michigan,MI,26,Delta,041
"Dickinson County, Michigan",Michigan,MI,26,Dickinson,043
"Eaton County, Michigan",Michigan,MI,26,Eaton,045
"Emmet County, Michigan",Michigan,MI,26,Emmet,047
"Genesee County, Michigan",Michigan,MI,26,Genesee,049
"Gladwin County, Michigan",Michigan,MI,26,Gladwin,051
"Gogebic County, Michigan",Michigan,MI,26,Gogebic,053
"Grand Traverse County, Michigan",Michigan,MI,26,Grand Traverse,055
"Gratiot County, Michigan",Michigan,MI,26,Gratiot,057
"Hillsdale County, Michigan",Michigan,MI,26,Hillsdale,059
"Houghton County, Michigan",Michigan,MI,26,Houghton,061
"Huron County, Michigan",Michigan,MI,26,Huron,063
"Ingham County, Michigan",Michigan,MI,26,Ingham,065
"Ionia County, Michigan",Michigan,MI,26,Ionia,067
"Iosco County, Michigan",Michigan,MI,26,Iosco,069
"Iron County, Michigan",Michigan,MI,26,Iron,071
"Isabella County, Michigan",Michigan,MI,26,Isabella,073
"Jackson County, Michigan",Michigan,MI,26,Jackson,075
"Kalamazoo County, Michigan",Michigan,MI,26,Kalamazoo,077
"Kalkaska County, Michigan",Michigan,MI,26,Kalkaska,079
"Kent County, Michigan",Michigan,MI,26,Kent,081
"Keweenaw County, Michigan",Michigan,MI,26,Keweenaw,083
"Lake County, Michigan",Michigan,MI,26,Lake,085
"Lapeer County, Michigan",Michigan,MI,26,Lapeer,087
"Leelanau County, Michigan",Michigan,MI,26,Leelanau,089
"Lenawee County, Michigan",Michigan,MI,26,Lenawee,091
"Livingston County, Michigan",Michigan,MI,26,Livingston,093
"Luce County, Michigan",Michigan,MI,26,Luce,095
"Mackinac County, Michigan",Michigan,MI,26,Mackinac,097
"Macomb County, Michigan",Michigan,MI,26,Macomb,099
"Manistee County, Michigan",Michigan,MI,26,Manistee,101
"Marquette County, Michigan",Michigan,MI,26,Marquette,103
"Mason County, Michigan",Michigan,MI,26,Mason,105
"Mecosta County, Michigan",Michigan,MI,26,Mecosta,107
"Menominee County, Michigan",Michigan,MI,26,Menominee,109
"Midland County, Michigan",Michigan,MI,26,Midland,111
"Missaukee County, Michigan",Michigan,MI,26,Missaukee,113
"Monroe County, Michigan",Michigan,MI,26,Monroe,115
"Montcalm County, Michigan",Michigan,MI,26,Montcalm,117
"Montmorency County, Michigan",Michigan,MI,26,Montmorency,119
"Muskegon County, Michigan",Michigan,MI,26,Muskegon,121
"Newaygo County, Michigan",Michigan,MI,26,Newaygo,123
"Oakland County, Michigan",Michigan,MI,26,Oakland,125
"Oceana County, Michigan",Michigan,MI,26,Oceana,127
"Ogemaw County, Michigan",Michigan,MI,26,Ogemaw,129
"Ontonagon County, Michigan",Michigan,MI,26,Ontonagon,131
"Osceola County, Michigan",Michigan,MI,26,Osceola,133
"Oscoda County, Michigan",Michigan,MI,26,Oscoda,135
"Otsego County, Michigan",Michigan,MI,26,Otsego,137
"Ottawa County, Michigan",Michigan,MI,26,Ottawa,139
"Presque Isle County, Michigan",Michigan,MI,26,Presque Isle,141
"Roscommon County, Michigan",Michigan,MI,26,Roscommon,143
"Saginaw County, Michigan",Michigan,MI,26,Saginaw,145
"St. Clair County, Michigan",Michigan,MI,26,St. Clair,147
"St. Joseph County, Michigan",Michigan,MI,26,St. Joseph,149
"Sanilac County, Michigan",Michigan,MI,26,Sanilac,151
"Schoolcraft County, Michigan",Michigan,MI,26,Schoolcraft,153
"Shiawassee County, Michigan",Michigan,MI,26,Shiawassee,155
"Tuscola County, Michigan",Michigan,MI,26,Tuscola,157
"Van Buren County, Michigan",Michigan,MI,26,Van Buren,159
"Washtenaw County, Michigan",Michigan,MI,26,Washtenaw,161
"Wayne County, Michigan",Michigan,MI,26,Wayne,163
"Wexford County, Michigan",Michigan,MI,26,Wexford,165
"Aitkin County, Minnesota",Minnesota,MN,27,Aitkin,001
"Anoka County, Minnesota",Minnesota,MN,27,Anoka,003
"Becker County, Minnesota",Minnesota,MN,27,Becker,005
"Beltrami County, Minnesota",Minnesota,MN,27,Beltrami,007
"Benton County, Minnesota",Minnesota,MN,27,Benton,009
"Big Stone County, Minnesota",Minnesota,MN,27,Big Stone,011
"Blue Earth County, Minnesota",Minnesota,MN,27,Blue Earth,013
"Brown County, Minnesota",Minnesota,MN,27,Brown,015
"Carlton County, Minnesota",Minnesota,MN,27,Carlton,017
"Carver County, Minnesota",Minnesota,MN,27,Carver,019
"Cass County, Minnesota",Minnesota,MN,27,Cass,021
"Chippewa County, Minnesota",Minnesota,MN,27,Chippewa,023
"Chisago County, Minnesota",Minnesota,MN,27,Chisago,025
"Clay County, Minnesota",Minnesota,MN,27,Clay,027
"Clearwater County, Minnesota",Minnesota,MN,27,Clearwater,029
"Cook County, Minnesota",Minnesota,MN,27,Cook,031
"Cottonwood County, Minnesota",Minnesota,MN,27,Cottonwood,033
"Crow Wing County, Minnesota",Minnesota,MN,27,Crow Wing,035
"Dakota County, Minnesota",Minnesota,MN,27,Dakota,037
"Dodge County, Minnesota",Minnesota,MN,27,Dodge,039
"Douglas County, Minnesota",Minnesota,MN,27,Douglas,041
"Faribault County, Minnesota",Minnesota,MN,27,Faribault,043
"Fillmore County, Minnesota",Minnesota,MN,27,Fillmore,045
"Freeborn County, Minnesota",Minnesota,MN,27,Freeborn,047
"Goodhue County, Minnesota",Minnesota,MN,27,Goodhue,049
"Grant County, Minnesota",Minnesota,MN,27,Grant,051
"Hennepin County, Minnesota",Minnesota,MN,27,Hennepin,053
"Houston County, Minnesota",Minnesota,MN,27,Houston,055
"Hubbard County, Minnesota",Minnesota,MN,27,Hubbard,057
"Isanti County, Minnesota",Minnesota,MN,27,Isanti,059
"Itasca County, Minnesota",Minnesota,MN,27,Itasca,061
"Jackson County, Minnesota",Minnesota,MN,27,Jackson,063
"Kanabec County, Minnesota",Minnesota,MN,27,Kanabec,065
"Kandiyohi County, Minnesota",Minnesota,MN,27,Kandiyohi,067
"Kittson County, Minnesota",Minnesota,MN,27,Kittson,069
"Koochiching County, Minnesota",Minnesota,MN,27,Koochiching,071
"Lac qui Parle County, Minnesota",Minnesota,MN,27,Lac qui Parle,073
"Lake County, Minnesota",Minnesota,MN,27,Lake,075
"Lake of the Woods County, Minnesota",Minnesota,MN,27,Lake of the Woods,077
"Le Sueur County, Minnesota",Minnesota,MN,27,Le Sueur,079
"Lincoln County, Minnesota",Minnesota,MN,27,Lincoln,081
"Lyon County, Minnesota",Minnesota,MN,27,Lyon,083
"McLeod County, Minnesota",Minnesota,MN,27,McLeod,085
"Mahnomen County, Minnesota",Minnesota,MN,27,Mahnomen,087
"Marshall County, Minnesota",Minnesota,MN,27,Marshall,089
"Martin County, Minnesota",Minnesota,MN,27,Martin,091
"Meeker County, Minnesota",Minnesota,MN,27,Meeker,093
"Mille Lacs County, Minnesota",Minnesota,MN,27,Mille Lacs,095
"Morrison County, Minnesota",Minnesota,MN,27,Morrison,097
"Mower County, Minnesota",Minnesota,MN,27,Mower,099
"Murray County, Minnesota",Minnesota,MN,27,Murray,101
"Nicollet County, Minnesota",Minnesota,MN,27,Nicollet,103
"Nobles County, Minnesota",Minnesota,MN,27,Nobles,105
"Norman County, Minnesota",Minnesota,MN,27,Norman,107
"Olmsted County, Minnesota",Minnesota,MN,27,Olmsted,109
"Otter Tail County, Minnesota",Minnesota,MN,27,Otter Tail,111
"Pennington County, Minnesota",Minnesota,MN,27,Pennington,113
"Pine County, Minnesota",Minnesota,MN,27,Pine,115
"Pipestone County, Minnesota",Minnesota,MN,27,Pipestone,117
"Polk County, Minnesota",Minnesota,MN,27,Polk,119
"Pope County, Minnesota",Minnesota,MN,27,Pope,121
"Ramsey County, Minnesota",Minnesota,MN,27,Ramsey,123
"Red Lake County, Minnesota",Minnesota,MN,27,Red Lake,125
"Redwood County, Minnesota",Minnesota,MN,27,Redwood,127
"Renville County, Minnesota",Minnesota,MN,27,Renville,129
"Rice County, Minnesota",Minnesota,MN,27,Rice,131
"Rock County, Minnesota",Minnesota,MN,27,Rock,133
"Roseau County, Minnesota",Minnesota,MN,27,Roseau,135
"St. Louis County, Minnesota",Minnesota,MN,27,St. Louis,137
"Scott County, Minnesota",Minnesota,MN,27,Scott,139
"Sherburne County, Minnesota",Minnesota,MN,27,Sherburne,141
"Sibley County, Minnesota",Minnesota,MN,27,Sibley,143
"Stearns County, Minnesota",Minnesota,MN,27,Stearns,145
"Steele County, Minnesota",Minnesota,MN,27,Steele,147
"Stevens County, Minnesota",Minnesota,MN,27,Stevens,149
"Swift County, Minnesota",Minnesota,MN,27,Swift,151
"Todd County, Minnesota",Minnesota,MN,27,Todd,153
"Traverse County, Minnesota",Minnesota,MN,27,Traverse,155
