View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,Accepts Credit Card?,CAGE Code,Congr. Dist.,County Code,DUNS Number,Fiscal Year Ends,In SAM?,Incorp. Country,Main/Branch,Metro Stat Area,WWW Page URL,Year Established,8(a) Entrance Date,8(a) Exit Date,HUBZone Certification Date,HUBZone Exit Date,Legal Structure,SDB Entrance Date,SDB Exit Date,unknown,unknown,Special Equipment/Materials,"NAICS, All (for which firm is small)"
17,FUTURES INC.,,STEVEN HORAN,,4819 EMPEROR BLVD STE 305,,DURHAM,NC,27703-5425,,Yes,6CVX7,4,63,824761675,1201,Y,USA,Main,6640,,2005,,,,,,,,,,,"511210, 541512, 541519, 541519, 541611, 541612, 541613, 611430, 611513, 611710"
18,"RADIANCE ELECTRIC & SECURITY, LLC ",,(Jim) James L Giles Jr,,611 CONOVER RD ,,DURHAM,NC,27703-9681,,Yes,631W1,1,63,944053958,301,Y,USA,Main,6640,,1993,,,,,LL,,,,,,"238210, 238990, 423610, 561621"
19,"CODING INSTITUTE, LLC,. THE",,Rajeev Vij,,2222 SEDWICK RD STE 1,,DURHAM,NC,27713-2655,,Yes,6BT45,4,63,968652508,1201,Y,USA,Main,6640,http://www.condinginstitute.com,2008,,,,,LL,,,,,,511120
20,"Dorsey Holdings, LLC ",Dorsey Medical Consultants ,RENALDO DORSEY,,803 CARPENTER FLETCHER RD ,,DURHAM,NC,27713-1907,,Yes,6H8R2,1,63,43094269,1201,Y,USA,Main,6640,,2010,,,,,LL,,,"Health care staffing, Management, Consultant",,,"561110, 561210, 561311, 561320, 561330, 812210"
21,MCMORROW HOSPITALITY GROUP INC,CAROLINA LIVERY SERVICE,MICHAEL MCMORROW,,2913 US HWY 70 E,,DURHAM,NC,27703-8989,,Yes,477G8,1,63,782804850,701,Y,USA,Main,6640,,1987,,,,,,,,,,,"485111, 485113, 485119, 485210, 485310, 485320, 485410, 485510, 485991, 485999, 487110, 488999"
22,"ROUGHTON, NICKELSON, DELUCA ARCHITECT PA",,Gustavo DeLuca,,3608 UNIVERSITY DR STE 204,,DURHAM,NC,27707-6260,,No,30GM1,4,63,188969612,1201,Y,USA,Main,6640,,2003,,,,,SC,,,,,,541310
23,Med Express/Medical Specialties Inc ,,Curtis Beatty,,4620 A Industry Lane ,,DURHAM,NC,27713-1657,"Medical Specialties Inc. (MSI) is an FDA registered and ISO 13485 certified facility that specializes in the repair of ring-handled and endoscopic ligation instruments, as well as the manufacture of Goulian Skin Graft Knife sets.",No,43EP0,1,63,11438632,1201,Y,USA,Main,6640,,1998,,,,,,,,"Class 2 device, surgical instruments, ligation, clip appliers, ISO 13485, FDA registered, medical device, handheld device, medical instruments, surgical, medical.",,,"339112, 423450, 811219"
24,"GALVEZ, JOSE",,JOSE Galvez,,6 BELGRAVE PL,,DURHAM,NC,27707-2960,,Yes,3Y8H0,1,63,157367512,1201,Y,USA,Main,6640,http://www.josegalvez.com,1992,,,,,,,,,,,711510
25,NETCOM HOSPITALITY LLC,,PETE SAMBATH sambath,,3710 HILLSBOROUGH RD,,DURHAM,NC,27705-2906,,Yes,4FNM8,4,63,177963407,1201,Y,USA,Main,6640,,2004,,,,,LL,,,,,,721110
26,S J ADAMS CONSULTING,,STELLA J Adams,,4128 COBBLESTONE PLACE,,DURHAM,NC,27707-5513,,Yes,5A4K3,4,63,805602682,1201,Y,USA,Main,6640,http://www.sjadamsconsulting.com,2007,,,,,,,,"'fair housing, fair lending, predatory lending, mortgage fraud, consumer protection, TILA, RESPA, training, investigation, consulting'",,,"541199, 541611, 541612, 541613, 541720, 541990, 561611, 611420, 611430, 611699, 611710"
27,"QUATE INDUSTRIAL SERVICE, INC.",,RUSTY  QUATE,,3511 HWY 70 E,,DURHAM,NC,27703-9409,,No,0M8P4,13,63,78885605,1201,Y,USA,Main,6640,,1979,,,,,SC,,,,,,"221210, 221330, 237120, 238220, 811310"
28,M2 PHOTONICS INNOVATIONS,,WILLIAM BROWN,,1312 DOLLAR AVE,,DURHAM,NC,27701-1120,,No,62W11,1,63,963402388,1201,Y,USA,Main,6640,,2010,,,,,LL,,,,,,333314
29,Spring Stoops McCullen Engineering,,Keith M Spring,,3624 Shannon Rd Ste 102,,Durham,NC,27707-3772,,No,30CZ0,4,63,163202562,1201,Y,USA,Main,6640,www.ssmepa.com,2004,,,,,SC,,,"Mechanical, Electrical, Plumbing, Fire Protection, Fire Alarm, Engineering",,,"541330, 541330, 541330, 541330"
30,"BULL CITY FACILITY SERVICES, INC.",,TYRONE  SHACKLEFORD,,519 GRIST MILL LN,,DURHAM,NC,27712-9511,,No,412N8,6,63,555567150,1201,Y,USA,Main,6640,www.bullcityfs.com,2005,,,,,SC,,,Commercial Janitorial,,,"561720, 561740, 561790, 811211"
31,"DJL TRAINING, INC. ",,DELISA J LEE,,1106 Lakeview Rd ,,Durham,NC,27712-4119,,No,6EQY8,6,63,28557865,1201,Y,USA,Main,6640,http://www.djltraining.com,2011,,,,,,,,"Microsoft Office, Word, Excel, PowerPoint, Publisher, Project, Access, Visio, Outlook, OneNote, Windows, Office 2007, Office 2010",,,611420
32,Insite Mobile LLC ,,Leon Bellamy,,1316 Broad Street Ste 2 ,,Durham,NC,27705-3533,"InSite Mobile is a Website Design and Mobile App Development firm in Raleigh-Durham, NC. We specialize in cross platform user experience enhancement, mobile app development, 3D design, internet marketing and hosting solutions.",Yes,7BCY2,1,63,78355753,1201,Y,USA,Main,6640,,2012,,,,,LL,,,"Web Design, Web Development, Mobile Development, iPhone Apps, Android Apps, Coding, HTML, PHP, CSS, Objective C, Java, Programming, Mac, Windows, Software, Web Applications, SEO, Forms",,,"425110, 519130, 541430, 541490, 541512, 541613, 541810, 541860, 541890"
33,C B R ASSOCIATES INC,,Brenda L Sorrell,,1415 BROAD ST,,DURHAM,NC,27705-3534,,Yes,1XZD6,4,63,133916056,1201,Y,USA,Main,6640,,1980,,,,,,,,,,,511210
34,"CAMERON & CAMERON LOGISTICS, INC.",,Latoya Cameron,,1418 AVONDALE DRIVE STE 18,,DURHAM,NC,27701-2308,"Family owned/W-M/SDVOSB. We provide a full range of services to include, Assembly, Delivery, Relocation, and Storage. THis includes office furniture, household furniture, moving supplies, packing/ crating services, warehousing.",Yes,34PZ6,1,63,171899284,601,Y,USA,Main,6640,http://www.cameronlogistics.com,2003,,,,,,,,"Trucking, Assembly, Household goods, Transportation, Office Relocation, Cubicle Installation, Storage, Packing services, Shipping Services, Warehousing",,,"484110, 484210, 493110"
35,"ALAMO CITY CONSTRUCTORS, INC. ",,KIMBERLY  Alexander,,2530 Meridian Pkwy Ste 3160 ,,Durham,NC,27713-5272,"Alamo City Constructors is a woman owned small business general contractor specializing in SWBE Certified, 8(a) Certified, HUB Zone Certified.",Yes,5J4K1,1,63,830837428,1201,Y,USA,Branch,6640,,2002,8/13/2003,8/13/2012,11/24/2009,,,8/13/2003,3/7/2015,"Com. Construction, Painting & Coating, Paving, Site Work, Flooring, Excavat & Overburden, Demolition Activites, Direct. Drill & Bore, Road Construction, Utilies, Transpo. & Disposal",,,"236210, 236220, 237110, 237120, 237130, 237310, 237990, 237990, 324121, 337127, 531110, 541330, 541330, 541330, 561210, 562119, 562910"
36,"SPOREDATA, INC. ",,RICARDO S PIETROBON,,805 East Oak Dr ,,Durham,NC,27705-1883,,No,4VUA6,6,63,807690859,1201,Y,USA,Main,6640,http://sporedata.com/,2014,,,,,,,,,,,541690
37,"SIGNAL ANALYSIS SOLUTIONS, L.L.C. ",,Chandra Throckmorton,,22 PINEY GROVE RD ,,BAHAMA,NC,27503-8124,,No,7BP11,6,63,45750516,1201,Y,USA,Main,6640,,2013,,,,,LL,,,,,,"541511, 541711, 541712, 541712, 541712, 541712"
38,"NIGHTLIGHT PRODUCTIONS, LLC ",,Erica Rothman,,130 HUNT ST # 305 ,,DURHAM,NC,27701-2481,,Yes,6ZQW5,1,63,33303307,1201,Y,USA,Main,6640,,2005,,,,,LL,,,,,,512110
39,"SIRGA ADVANCED BIOPHARMA, INC.",,Paul F Agris,,2 DAVIS DR,,RESEARCH TRIANGLE PARK,NC,27709-0000,,No,4U7C5,4,63,800202181,1201,Y,USA,Main,6640,,2007,,,,,,,,,,,541711
40,RGG ARCHITECTS PLLC,,RICHARD GROGAN,,1002 BROAD ST,,DURHAM,NC,27705-4144,,No,4H7F5,1,63,604556613,1201,Y,USA,Main,6640,https://www.rggarchitects.com,1987,,,,,SC,,,,,,541310
41,"Zhou, Xiaochi ",,Xiaochi Zhou,,5010 Garrett Rd. Apt 631 ,,Durham,NC,27707-5953,,No,6ZAM8,4,63,79133861,1201,Y,USA,Main,6640,,2013,,,,,,,,,,,541990
42,METRO FIRE & SAFETY INC.,,CHARLES  SANFORD,,130 WOLFPACK LN,,DURHAM,NC,27704-8775,,Yes,30ML2,1,63,361821168,1201,Y,USA,Main,6640,,1990,,,,,SC,,,,,,"423850, 423990"
43,"Velasquez Digital Media Communications, LLC ",Velasquez Media ,MONIQUE VELASQUEZ,,417 W Knox St ,,Durham,NC,27701-1637,Video and Audio Production in English or Spanish. Digital video formats for web or broadcast.,No,4V1F9,1,63,127170707,1201,Y,USA,Main,6640,http://www.velasquezmedia.com,2003,,,,,LL,,,"Spanish video, dvd, podcast, mobile video, web video",,HD/4K video camera.,"512110, 512191, 512210, 515120"
44,ISLEY HAWKINS INC,,NATHAN Isley,,112 S DUKE ST # 5,,DURHAM,NC,27701-2852,,No,32AK0,1,63,24429839,1201,Y,USA,Main,6640,,1979,,,,,,,,"Architecture, design, renovation, master planning, interior design",,,541310
45,"STAFFING STRATEGIES, INC.",EXPRESS EMPLOYMENT PROFESSIONALS,PAM HIGDON,,5306 NC HIGHWAY 55 STE 103,,DURHAM,NC,27713-7812,,Yes,5M8K1,4,63,179308689,1201,Y,USA,Main,6640,http://www.expresspros.com,1997,,,,,SC,,,"Administrative, Manufacturing, Technical, IT, Human resources, Accounting, temporary, executive, direct hire, placement, help, services",,,"541612, 561110, 561311, 561312, 561320"
46,TRIAD CONNECTION LLC ,,Frederick Shuler III,,215 WILLIAM PENN PLZ APT 1431 ,,DURHAM,NC,27704-2578,"Airport Transportation, Shuttle Service, Group transportation",Yes,79JS7,1,63,33474582,1201,Y,USA,Main,6640,http://triad-connection.com/,2014,,,,,LL,,,"Airport Service, Baggage Service, Shuttle Service, Group Tranportation",,,485999
47,"SmithGroup/Clark-Nexsen, A joint venture ",,JACKIE  JUSZCZYK,,324 Blackwell St Ste 1104 ,,Durham,NC,27701-3600,,No,59KL6,1,63,828954193,1201,Y,USA,Main,6640,,2008,,,,,,,,,,,"541310, 541320, 541330, 541330, 541330, 541330, 541410"
48,"SHRED ACE, INC.",,MATT  MURLEY,,1500 E CLUB BLVD,,DURHAM,NC,27704-3404,"Shred Ace provides secure mobile on-site shredding services. We shred paper, hard drives, and other materials on our truck, at your location, and 100% of shredded material is recycled.",Yes,5WYX6,1,63,16615070,1201,Y,USA,Main,6640,http://www.shred101.com,2008,,,,,SC,,,"shredding services, document shredding, certified shredding, document destruction, on-site shredding, hard drive shredding",,,561990
49,I-ANGIO LLC ,,Nandan Lad,,121 Crimson Oak Dr ,,Durham,NC,27713-9297,,No,797Y4,2,63,79599074,1201,Y,USA,Main,6640,i-angio.com,2014,,,,,LL,,,,,,"541712, 541712, 541712, 541712"
50,MARATHON MEDICAL INC,,Larry Mason,,907 KIMBALL DR,,DURHAM,NC,27705-0000,,Yes,67SR3,1,63,604198478,1201,Y,USA,Main,6640,,2005,,,,,SC,,,,,,"339112, 811310"
51,"Concord Greenberg Durham Hotel, LLC ",Residence Inn By Marriott ,Dena St. Clair,,1108 W Main St ,,Durham,NC,27701-0000,,Yes,7DM43,1,63,967451530,1201,Y,USA,Main,6640,www.marriott.com/rdudd,2014,,,,,,,,,,,721110
52,PEOPLE DESIGNS INC,,DAVID FARRELL,,1304 BROAD ST,,DURHAM,NC,27705-3533,"People Designs, a health communications consulting and materials development firm, specializes in the creation of educational, training, research, marketing, and evaluation materials for entities working in public health and other human service fields.",No,47D36,1,63,12277203,1201,Y,USA,Main,6640,http://www.peopledesigns.com,1995,,,,,,,,"health promotion, health communication, tailored, tailoring, graphic design, consulting, social marketing, custom programming, audio, content development, educational, training, research, evaluation, public health, identity, branding, marketing, print","brochures, newsletters, web design, web applications",,"541430, 541490, 541511, 541611, 541613, 541810, 541820"
53,"KLESIS, LLC ",,David Lobach,,6 HARVEY PL ,,DURHAM,NC,27705-5628,,No,7EGB8,4,63,11538012,1201,Y,USA,Main,6640,,2011,,,,,LL,,,,,,541511
54,"For Your Convenience, L.L.C. ",,Darius Little,,938 Stone Lion Drive ,,Durham,NC,27703-6163,,No,7F8X9,1,63,79697388,1201,Y,USA,Main,6640,,2015,,,,,LL,,,,,,562111
55,"VIRGIN, LAWRENCE ",,Lawrence Virgin,,4207 Hulon Drive ,,Durham,NC,27705-5375,,No,7.64E+08,4,63,79477384,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,"541712, 541712, 541712, 541712"
56,"RESILIENCY, INC. ",,Horacio Sanchez,,506 BRADEN DR ,,DURHAM,NC,27713-9549,"Resiliency Inc. offers cutting edge, educational programs, training, assessment as well as web-based technology services. Training and strategies designed based on brain research to improve outcomes.",No,7BZA7,4,63,11889451,1201,Y,USA,Main,6640,,2004,,,,,SC,,,"education technology, assessment, brain, resiliency, train the trainer, brain-based training, school climate, student assessment, protective factors, risk factors, at-risk students, school assessment, leadership training, discipline, technology, at-risk","incidents, risk students, assets curriculum, instruction, coaching, social skills","Web-based risk/resiliency assessment tool that offers social, educational, parental, and community strategies to build resiliency. Also offer a web-based discipline tracking and analytic tool for schools.","611430, 611710"
57,SCIOME LLC,,VINIT MODY,,2 DAVIS DR,,RESEARCH TRIANGLE PARK,NC,27709-0000,,No,651N8,4,63,962071515,1201,Y,USA,Main,6640,,2010,,,,,LL,,,"Bioinformatics, Biostatistics, Scientific computing, Cheminformatics, IT services",,,"541511, 541512, 541519, 541519, 541620, 541690, 541711, 541712, 541712, 541712, 541712, 541990"
58,"Associated Scaffolding Company, Inc ",,CLAY  ANDREWS,,2102 Fay St ,,Durham,NC,27707-5015,"Family-owned SB--leasing and sales of construction equipment: shoring, system, frame and baker scaffold, swing stages, trash chutes, ladders, safety equipment and also designs, erects and/or dismantles equipment--OSHA-certified experience.",Yes,5ALZ2,4,63,52550506,301,Y,USA,Main,6640,http://www.associated-scaffolding.com,1948,,,,,,,,"scaffolding, scaffold, ladders, ladder, walkboards, walkboard, walkplank, alumaplank, woodplanking, fall protection, safety equipment, harnesses, lanyards, safety rope, wire rope, baker scaffold, swing stage, Marshalltown, Stanley, Mason Tools, Waco","diamond blade, hard hats, safety vest, PPE","Mast climbers, swing stages, Baker scaffold, Safe Waze fall protection, safety equipment, WACO scaffold, Bil-Jax scaffold","238990, 316110, 321912, 321999, 423310, 423330, 423390, 423450, 423810, 423830, 532490, 541330, 541330, 541330, 541330"
59,"Weejeelearning, LLC ",,Ian Huckabee,,300 Blackwell St Ste 100 ,,Durham,NC,27701-3989,,Yes,6W3P2,1,63,78503420,1201,Y,USA,Main,6640,,2010,,,,,LL,,,,,,"611430, 611710"
60,"VIRASOURCE, LLC ",,Farhad  Imani,,2 DAVIS DR ,,RESEARCH TRIANGLE PARK,NC,27709-0003,,No,72LV2,4,63,23912679,1201,Y,USA,Main,6640,www.virasource.com,2009,,,,,LL,,,,,,325414
61,"D2 Group, LLC, The ",,Ester Currie,,308 Green St ,,Durham,NC,27701-1606,,No,7DVT4,1,63,79557656,1201,Y,USA,Main,6640,www.thed2g.com,2014,,,,,LL,,,,,,"323111, 541810, 541820, 541870, 541890, 711510"
62,CENTER FOR ORTHOTIC & PROSTHETIC CARE OF NORTH CAROLINA,,DAVID R SICKLES,,M-04 DAVISON BLDG DUKE MEDICAL CTR,,DURHAM,NC,27710-0001,,Yes,326A7,1,63,931206937,1201,Y,USA,Main,6640,,2001,,,,,SC,,,,,,"339113, 423490, 621399"
63,"HEALTH DECISIONS, INC.",,JAMES  HIGGINS,COO,2510 MERIDIAN PKWY,,DURHAM,NC,27713-2260,Full-service clinical research and development company with a focus on stragetic planning and the use of proven electronic study management tools to significantly reduce the time required for product development.,No,3FAM0,1,63,803902113,1201,Y,USA,Main,6640,http://www.healthdec.com,1989,,,,,SC,,,"clinical trials, pharmaceutical, biotechnology, Phase I - IV, CRO, drug development, strategic planning",,,"541712, 541712, 541712, 541712"
64,"L2 Design Consultants, LLC ",,Lori A Coates,,3420 Fairway Lane ,,Durham,NC,27712-9451,,No,7E7Q1,6,63,79771641,1201,Y,USA,Main,6640,,2015,,,,,LL,,,,,,"541410, 541618"
65,"Down 2 Earth Farms, LLC ",,Cecilia D Redding,,8115 New Sharon Church Rd ,,Rougemont,NC,27572-8431,,Yes,6YPA3,6,63,78416338,1201,Y,USA,Main,6640,www.d2efarms.com,2011,,,,,LL,,,,,,"111211, 111219, 111334, 111998"
66,"BIOCRYST PHARMACEUTICALS, INC.",,Ray Taylor,,4505 EMPEROR BLVD STE 200,,DURHAM,NC,27703-8457,,No,4GBX7,4,63,618194609,1201,Y,USA,Main,6640,www.biocryst.com,1989,,,,,,,,,,,541711
67,"HYDRO SERVICE & SUPPLIES, INC.",,dave currin,,513 UNITED DR,,DURHAM,NC,27713-1477,"Manufacture, engineer and service central water systems and point of use water systems",Yes,1FSM7,1,63,48962393,601,Y,USA,Main,6640,http://www.hydroservice.com,1967,,,,,,,,"Water Purification, Point of Use Water",,Ultrapure water,"333318, 811219"
68,BW&A Books Inc ,,CHRIS  CROCHETIERE,,1006 LAMOND AVE STE A ,,DURHAM,NC,27701-2074,typesetting,No,5YGN8,1,63,624354296,1201,Y,USA,Main,6640,http://www.bwabooks.com,1988,,,,,SC,,,Book production,,,541430
69,"Powell, Destinee ",,Destinee Powell,,4027 Lady Slipper Ln ,,Durham,NC,27704-6419,,No,78NT9,1,63,79574317,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,541990
70,TRANSLOC INC. ,,Doug Kaufman,,4505 EMPEROR BLVD STE 120 ,,DURHAM,NC,27703-8457,,No,6G9C3,4,63,613981187,1201,Y,USA,Main,6640,http://www.transloc.com,2004,,,,,,,,,,,541511
71,"COMPASS EVALUATION AND RESEARCH, INC.",,ANNE  D'AGOSTINO,,5720 FAYETTEVILLE RD STE 202,,DURHAM,NC,27713-0000,,No,5QVD8,4,63,832240571,1201,Y,USA,Main,6640,http://www.compasseval.com,2009,,,,,SC,,,Program Evaluation,,,"541720, 611430, 611699, 611710"
72,MERCURY SCIENCE INC,,THOMAS  STEWART,,4802 GLENDARION DR,,DURHAM,NC,27713-8025,,Yes,3SZR1,4,63,33608972,1201,Y,USA,Main,6640,http://www.mercuryscience.com,1995,,,,,SC,,,,,,"325413, 325414, 325998, 541620, 541690, 541711, 541712, 541712, 541712, 541712"
73,"AROSA ACQUISITIONS, LLC ",Nurse Care of North Carolina ,Gregory K Miller,,3200 CROASDAILE DR STE 701 ,,DURHAM,NC,27705-2586,,No,4XTJ6,1,63,5915801,1201,Y,USA,Main,6640,http://www.nursecarenc.com,2000,,,,,LL,,,,,,"621910, 623110"
74,"CHESSON LABORATORY ASSOCIATES, INC",CHESSON LABS,SCOTT   E NEUVILLE,,603 ELLIS RD,,DURHAM,NC,27703-6014,,No,5L5R6,1,63,946203481,1201,Y,USA,Main,6640,,2006,,,,,,,,,,,"325412, 339113, 423450, 453910, 541711, 541940"
75,"BioMarck Pharmaceuticals, Ltd. ",,Indu Parikh,,4364 S Alston Avenue ,,Durham,NC,27713-2220,Pharmaceutical Research and Development,No,4GBU8,4,63,153401174,1201,Y,USA,Main,6640,http://www.biomarck.com,2002,,,,,,,,Pharmaceutical R&D,,,813920
76,"ETR Services, LLC ",,CORRE ROBINSON,,3101 Guess Rd Suite A ,,Durham,NC,27705-2678,"ETR Services, LLC provides hands-on program evaluation, technical assistance, and program support services to federal, state and non-profit clients.",Yes,4XFL3,1,63,808162353,1201,Y,USA,Main,6640,http://www.etrservices.org,2007,,,,,LL,,,"Research Evaluation, Program Evaluation, Outcomes Evaluation, Education Evaluation, Training, Technical Assistance, Research Design, Report Writing",,Quantitative and Qualitative Analyses tools and software,"541611, 541720, 541930, 541990, 611710"
77,MEMSCAP Inc. ,,Allen Cowen,,3021 E Cornwallis Rd  Research Triangle Pk ,,DURHAM,NC,27709-0000,,Yes,1NPU1,1,63,72437986,1201,Y,USA,Branch,6640,http://www.memscap.com,1999,,,,,,,,,,,334413
78,"OPANS, LLC ",,Kenneth C Lewis,,4134 S ALSTON AVE STE 101 ,,DURHAM,NC,27713-1870,,No,5KJZ6,4,63,176711054,1201,Y,USA,Main,6640,http://www.opans.com,2004,,,,,LL,,,,,,"541380, 541711, 621511"
79,"Resick, Patricia A ",,Patricia A Resick,,11 San Rimini Way ,,Durham,NC,27707-9207,,No,4AU05,4,63,617502138,1201,Y,USA,Main,6640,,2008,,,,,,,,,,,541690
80,SCIODERM INC. ,,Mary Khalil,,1007 SLATER RD STE 170 ,,DURHAM,NC,27703-5421,,No,71GH7,4,63,10219380,1201,Y,USA,Main,6640,,2013,,,,,,,,,,,333131
81,Gracelight Services LLC ,,Mark Shaw,,2011 Chapel Hill Rd ,,Durham,NC,27707-1109,"our company boasts of over 125 years combined experience of its personel in diversified fields, healthcare, technology, engineering, management and supplies and military across the continents of the world and willing to serve anywhere on short notice.",Yes,78PJ4,1,63,79571992,901,Y,USA,Main,6640,,2014,,,,,LL,,,"Supplies, contracting, healthcare, technology, resellers.",,,"236116, 236220, 337211, 337214, 423320, 423390, 423820, 446199, 453210, 517911, 541611, 811212, 811213"
82,"AVIOQ, INC.",,MIKE Cronin,,104 TW ALEXANDER DR BLDG 6,,RESEARCH TRIANGLE PARK,NC,27709-0002,"research and development for biomedical products, including in vitro diagnostics, antigens, antibodies and vaccines.",Yes,6SG22,4,63,195645259,1201,Y,USA,Main,6640,http://www.avioq.com,2005,,,,,,,,"diagnostics, biotech, vaccine, biomedical, antibody, antigens",,"FDA inspected GMP facility, BSL-2 laboratory for production use, capability of large-scale virus production and purification, HIV antigens, HIV viral lysate, HTLV-I and HTLV-II viral lysate, other antigens and antibodies.",325413
83,Sally Daniel Training Group Inc ,,SALLY  L DANIEL,,2813 REYNOLDA CIR ,,DURHAM,NC,27712-3151,,Yes,47FG6,6,63,2744217,1201,Y,USA,Main,6640,,2005,,,,,,,,,,,"541611, 611430, 611699"
84,"Brantley, Halley ",,HALLEY  BRANTLEY,,901 S Duke St Apt 14 ,,Durham,NC,27707-1372,,No,6Q872,1,63,78442249,1201,Y,USA,Main,6640,,2012,,,,,,,,,,,541990
85,"CrossComm, Inc. ",,Donald Shin,,501 WASHINGTON ST STE J ,,DURHAM,NC,27701-2169,"CrossComm is a agile software development studio that specializes in building cutting-edge mobile and web-based apps for phones, tablets, and desktop platforms.",Yes,4RY09,1,63,102701393,1201,Y,USA,Main,6640,http://www.crosscomm.net,2000,,,,,SC,,,"mobile development, mobile app, app, phone app, tablet app, iOS, android, windows phone, web development, website design, website development, web applications, search optimization, video, 3D animation, Flash, Actionscript, Java, HTML, online branding","online marketing, internet marketing, web consulting, interactive media",,"511210, 518210, 541430, 541511, 541519, 541519, 541613"
86,"EMERGING ENTREPRENEURS, INC.",,Edgar T Breeden,,4604 COTTENDALE DR,,DURHAM,NC,27703-0000,,Yes,65TG4,1,63,965032449,1201,Y,USA,Main,6640,http://www.emerginginc.org,2010,,,,,,,,,,,"541611, 541612, 541613, 541690, 541720, 541810, 541990, 561110, 561410, 611430, 624310"
87,"Absolute Dental Services, Inc. ",,Conrad Rensburg,,3600 University Dr ,,Durham,NC,27707-6207,,Yes,6XMM6,4,63,938019304,1201,Y,USA,Main,6640,,1994,,,,,,,,,,,339116
88,TRIANGLE V III LIMITED PARTNERSHIP ,,Barbara Mackes,,212 W MAIN ST STE 300 ,,DURHAM,NC,27701-3239,,Yes,7AP52,1,63,71101443,1201,Y,USA,Main,6640,www.markproperties.com,1992,,,,,,,,,,,"531120, 531312"
89,Tactical Survival Training LLC ,,Stewart Edmiston,,2800 Tulip Poplar Cir ,,Durham,NC,27704-3899,,Yes,72AL6,1,63,66384164,1201,Y,USA,Main,6640,http://www.TacticalSurvivalTraining.com,2013,,,,,LL,,,,,,"541990, 561499, 611620, 611699"
